"metabolite","X1","X2","X3","Assigned_Cluster","super_pathway","sub_pathway","Challenge"
"c18:1 (octadecenoylcarnitine)",1,1.81247445156547e-18,2.97939104305131e-18,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","PAT"
"c2 (acetylcarnitine)",0.00161334163161894,0.0634207193237663,0.934965939044615,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","PAT"
"c3 (propionylcarnitine)",0.00592681112870283,0.286925853457397,0.7071473354139,3,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","PAT"
"c4 (butyrylcarnitine)",0.00729802537904456,0.308103993178838,0.684597981442117,3,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","PAT"
"caprate (10:0)",0.00621042416873875,0.110996426500757,0.882793149330504,3,"Lipids","Medium Chain Fatty Acid","PAT"
"choline",1.16767453882074e-08,4.12951013859917e-09,0.999999984193744,3,"Lipids","Phospholipid Metabolism","PAT"
"cis-aconitate",7.27894277514712e-06,0.999974271377216,1.84496800092902e-05,2,"Energy","TCA Cycle","PAT"
"cortisol",0.000358026335915787,0.00126784041490665,0.998374133249178,3,"Lipids","Steroid","PAT"
"deoxycholate",0.000253646310729141,0.998408091529028,0.0013382621602426,2,"Lipids","Secondary Bile Acid Metabolism","PAT"
"dodecanedioate",2.02642087184007e-07,1.71518151796475e-07,0.999999625839761,3,"Lipids","Fatty Acid, Dicarboxylate","PAT"
"dopamine sulfate (2)",0.00395916021747647,0.994469760869128,0.00157107891339518,2,"Amino Acids","Phenylalanine and Tyrosine Metabolism","PAT"
"gamma-glutamylglycine",9.58966868294814e-05,2.08994368480666e-05,0.999883203876322,3,"Peptides","Gamma-glutamyl Amino Acid","PAT"
"gamma-glutamyltryptophan",0.00177090703705198,0.000337687511641487,0.997891405451307,3,"Peptides","Gamma-glutamyl Amino Acid","PAT"
"glycerol",6.50908612291348e-11,0.999999999880095,5.4814245807334e-11,2,"Lipids","Glycerolipid Metabolism","PAT"
"hexadecanedioate",2.67006333145217e-05,4.54934685273333e-05,0.999927805898158,3,"Lipids","Fatty Acid, Dicarboxylate","PAT"
"hippurate",1.24156628290767e-06,0.999998012921699,7.45512018563325e-07,2,"Xenobiotics","Benzoate Metabolism","PAT"
"indoleacetylglutamine",1.4686033302953e-06,0.999995492365651,3.03903101828499e-06,2,"Amino Acids","Tryptophan Metabolism","PAT"
"indolepropionate",1.80258603723457e-09,0.999999995832405,2.36500887264177e-09,2,"Amino Acids","Tryptophan Metabolism","PAT"
"isobutyrylcarnitine",0.000767529816475726,0.998908655950814,0.000323814232710635,2,"Amino Acids","Leucine, Isoleucine and Valine Metabolism","PAT"
"laurate (12:0)",0.00210450476052394,0.0168985589440002,0.980996936295476,3,"Lipids","Medium Chain Fatty Acid","PAT"
"lysopc a c14:0",0.00186293947703115,0.150469222396609,0.84766783812636,3,"Lipids","Lysolipid","PAT"
"lysopc a c16:1",0.096801772790466,0.101206878467813,0.801991348741721,3,"Lipids","Lysolipid","PAT"
"lysopc a c18:2",0.00270130974886467,0.0616794322611187,0.935619257990017,3,"Lipids","Lysolipid","PAT"
"lysopc a c20:4",0.974218762003458,0.00587013915830412,0.0199110988382378,1,"Lipids","Lysolipid","PAT"
"malate",0.000680157906856712,0.999031218167429,0.000288623925714493,2,"Energy","TCA Cycle","PAT"
"methyl-4-hydroxybenzoate sulfate",1.06004267839614e-05,2.63225832716361e-06,0.999986767314889,3,"Xenobiotics","Benzoate Metabolism","PAT"
"methylmalonate (mma)",3.45932646761879e-11,0.99999999992521,4.01969182226285e-11,2,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","PAT"
"myristoleoylcarnitine",7.55914891978226e-05,1.670164964429e-05,0.999907706861158,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","PAT"
"myristoylcarnitine",0.000113278480863869,2.44546856629999e-05,0.999862266833473,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","PAT"
"n-acetylglutamate",1.01444820601092e-05,0.999984411126566,5.444391374382e-06,2,"Amino Acids","Glutamate Metabolism","PAT"
"n-acetylglycine",0.000962913007162489,0.000187235513711783,0.998849851479126,3,"Amino Acids","Glycine, Serine and Threonine Metabolism","PAT"
"n-acetylkynurenine (2)",5.84628417084307e-12,0.999999999987611,6.54257336099504e-12,2,"Amino Acids","Tryptophan Metabolism","PAT"
"n-acetyltryptophan",0.000153488020429117,0.999776013906897,7.04980726734596e-05,2,"Amino Acids","Tryptophan Metabolism","PAT"
"o-methylcatechol sulfate",0.00332161900757005,0.0356202412686946,0.961058139723735,3,"Xenobiotics","Benzoate Metabolism","PAT"
"octadecanedioate",1.7243772107257e-05,4.15915577369066e-06,0.999978597072119,3,"Lipids","Fatty Acid, Dicarboxylate","PAT"
"oleoylcarnitine",8.30703482928458e-05,1.82541337156467e-05,0.999898675517991,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","PAT"
"ornithine",8.2061410543773e-05,1.80451552355976e-05,0.999899893434221,3,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","PAT"
"palmitoylcarnitine",0.00130647340667612,0.000251358178763112,0.998442168414561,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","PAT"
"pc aa c36:1",0.0012289817909646,0.0820837911596526,0.916687227049383,3,"Lipids","Diacylphosphatidylcholine","PAT"
"pc aa c36:2",0.00223487591536891,0.173445983693794,0.824319140390838,3,"Lipids","Diacylphosphatidylcholine","PAT"
"phenylacetylcarnitine",0.00779503621186553,0.771703577775268,0.220501386012866,2,"Amino Acids","Phenylalanine and Tyrosine Metabolism","PAT"
"phenyllactate (pla)",8.73097071968929e-10,3.43260238026496e-10,0.999999998783643,3,"Amino Acids","Phenylalanine and Tyrosine Metabolism","PAT"
"phosphate",0.000412913901014114,0.999407398532995,0.000179687565990472,2,"Energy","Oxidative Phosphorylation","PAT"
"piperine",2.09228175333602e-13,0.999999999999569,2.21887031629764e-13,2,"Xenobiotics","Food Component/Plant","PAT"
"pregnenolone sulfate",0.0029423078605219,0.956428866323602,0.0406288258158759,2,"Lipids","Steroid","PAT"
"pro-hydroxy-pro",0.00294617145384892,0.000555943952825828,0.996497884593325,3,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","PAT"
"proline",0.00133417009051882,0.103949226579966,0.894716603329515,3,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","PAT"
"propionylcarnitine",5.77445904036149e-05,0.9999142051861,2.80502234965222e-05,2,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","PAT"
"pyruvate",3.36390751726029e-09,0.999999994073085,2.56300750381134e-09,2,"Carbohydrates","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","PAT"
"sebacate (decanedioate)",3.98915849237175e-06,4.82240165614754e-06,0.999991188439851,3,"Lipids","Fatty Acid, Dicarboxylate","PAT"
"suberoyl carnitine",4.53070547006592e-07,1.34550261698885e-07,0.999999412379191,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","PAT"
"tetradecanedioate",8.00320061674078e-07,7.81773443710835e-07,0.999998417906495,3,"Lipids","Fatty Acid, Dicarboxylate","PAT"
"trans-urocanate",6.0641940262376e-06,1.55656307525199e-06,0.999992379242899,3,"Amino Acids","Histidine Metabolism","PAT"
"trigonelline (n'-methylnicotinate)",1.39254924674947e-06,0.99999574256194,2.86488881271533e-06,2,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","PAT"
"urea",0.000628856018529994,0.00277894991344369,0.996592194068026,3,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","PAT"
"xanthine",4.44804074823989e-06,0.999985024010547,1.05279487051067e-05,2,"Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","PAT"
"xanthurenate",6.43181314499108e-07,0.999998134338093,1.22248059302765e-06,2,"Amino Acids","Tryptophan Metabolism","PAT"
