"metabolite","X1","X2","X3","Assigned_Cluster","super_pathway","sub_pathway","Challenge"
"c4 (butyrylcarnitine)",4.10229504410378e-06,0.999913567110976,8.23305939797793e-05,2,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","OLTT"
"caprate (10:0)",0.999940107138628,5.84207328418707e-05,1.47212853002309e-06,1,"Lipids","Medium Chain Fatty Acid","OLTT"
"choline",9.10823535635066e-13,0.999999999992619,6.46989701569329e-12,2,"Lipids","Phospholipid Metabolism","OLTT"
"cis-aconitate",1.03484145517807e-06,0.999751314530754,0.000247650627790992,2,"Energy","TCA Cycle","OLTT"
"cortisol",5.73109918260977e-07,0.0018949006691327,0.998104526220949,3,"Lipids","Steroid","OLTT"
"deoxycholate",3.37640524995524e-07,4.79090560761057e-05,0.999951753303399,3,"Lipids","Secondary Bile Acid Metabolism","OLTT"
"dodecanedioate",0.560805039693045,0.439005135004434,0.000189825302520464,1,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"dopamine sulfate (2)",5.18590516026616e-13,3.79437250737802e-10,0.999999999620044,3,"Amino Acids","Phenylalanine and Tyrosine Metabolism","OLTT"
"gamma-glutamylglycine",4.92136884708468e-06,0.03121738083393,0.968777697797223,3,"Peptides","Gamma-glutamyl Amino Acid","OLTT"
"gamma-glutamyltryptophan",1.9825742742211e-05,0.917299263669752,0.082680910587506,2,"Peptides","Gamma-glutamyl Amino Acid","OLTT"
"glycerol",0.999998320404373,1.6525974740829e-06,2.69981525202976e-08,1,"Lipids","Glycerolipid Metabolism","OLTT"
"hexadecanedioate",0.870777137478237,0.129133335512485,8.95270092785876e-05,1,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"hippurate",0.999976133854382,2.37894434797154e-05,7.67021383276116e-08,1,"Xenobiotics","Benzoate Metabolism","OLTT"
"indoleacetylglutamine",4.91849303107233e-08,0.999997333606848,2.61720822192916e-06,2,"Amino Acids","Tryptophan Metabolism","OLTT"
"indolepropionate",0.999999999813578,1.84583765857938e-10,1.83841658842149e-12,1,"Amino Acids","Tryptophan Metabolism","OLTT"
"isobutyrylcarnitine",3.14493809290966e-06,0.998292252921231,0.00170460214067639,2,"Amino Acids","Leucine, Isoleucine and Valine Metabolism","OLTT"
"laurate (12:0)",0.999980547318998,1.90438740904874e-05,4.08806911478635e-07,1,"Lipids","Medium Chain Fatty Acid","OLTT"
"lysopc a c14:0",0.0864960149832104,0.673096116908246,0.240407868108544,2,"Lipids","Lysolipid","OLTT"
"lysopc a c16:1",0.0188172330091821,0.879242889187995,0.101939877802823,2,"Lipids","Lysolipid","OLTT"
"lysopc a c18:2",0.0365247077118602,0.817636466373403,0.145838825914737,2,"Lipids","Lysolipid","OLTT"
"lysopc a c20:4",2.07492389152914e-05,0.999602359429317,0.0003768913317674,2,"Lipids","Lysolipid","OLTT"
"malate",0.00192178065631244,0.998045819460696,3.23998829916026e-05,2,"Energy","TCA Cycle","OLTT"
"methyl-4-hydroxybenzoate sulfate",3.69773509756676e-09,5.04446158711926e-06,0.999994951840678,3,"Xenobiotics","Benzoate Metabolism","OLTT"
"methylmalonate (mma)",7.30837797270554e-06,0.991359415728523,0.00863327589350469,2,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","OLTT"
"myristoleoylcarnitine",7.70781090350881e-10,0.999999998141308,1.08791063216286e-09,2,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"myristoylcarnitine",0.999999999518631,4.78381920684155e-10,2.9871329313485e-12,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"n-acetylglutamate",9.00819927135855e-08,1.55287671869369e-05,0.99998438115082,3,"Amino Acids","Glutamate Metabolism","OLTT"
"n-acetylglycine",0.000926856257060676,0.999050768600204,2.23751427352688e-05,2,"Amino Acids","Glycine, Serine and Threonine Metabolism","OLTT"
"n-acetylkynurenine (2)",8.67432060187203e-09,0.999999727723591,2.63602088118896e-07,2,"Amino Acids","Tryptophan Metabolism","OLTT"
"n-acetyltryptophan",2.60925533308037e-07,0.999999619338771,1.19735695794217e-07,2,"Amino Acids","Tryptophan Metabolism","OLTT"
"o-methylcatechol sulfate",4.82901353096066e-05,0.00247613747099775,0.997475572393693,3,"Xenobiotics","Benzoate Metabolism","OLTT"
"octadecanedioate",3.50848554991375e-14,0.999999999999834,1.3124024383717e-13,2,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"oleoylcarnitine",1.3815619563521e-06,0.999597196356558,0.000401422081485663,2,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"ornithine",1.24276269141877e-11,0.999999999872617,1.14955281829081e-10,2,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","OLTT"
"palmitoylcarnitine",0.999999993358226,6.60419526700052e-09,3.75784946834331e-11,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"pc aa c36:1",3.82473009922439e-08,0.999999092485576,8.69267123389852e-07,2,"Lipids","Diacylphosphatidylcholine","OLTT"
"pc aa c36:2",0.00193851577870844,0.97963436170102,0.0184271225202719,2,"Lipids","Diacylphosphatidylcholine","OLTT"
"phenylacetylcarnitine",6.54135415999669e-08,1.17735965954424e-05,0.999988160989863,3,"Amino Acids","Phenylalanine and Tyrosine Metabolism","OLTT"
"phenyllactate (pla)",8.42869042697145e-08,1.46624657761497e-05,0.99998525324732,3,"Amino Acids","Phenylalanine and Tyrosine Metabolism","OLTT"
"phosphate",0.999138206837491,0.000827349706198379,3.44434563101919e-05,1,"Energy","Oxidative Phosphorylation","OLTT"
"piperine",0.999994706684344,5.27359546194723e-06,1.97201938872233e-08,1,"Xenobiotics","Food Component/Plant","OLTT"
"pregnenolone sulfate",6.05495818531849e-06,0.0415644364823968,0.958429508559418,3,"Lipids","Steroid","OLTT"
"pro-hydroxy-pro",1.39714191949925e-06,0.999589487724516,0.000409115133564879,2,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","OLTT"
"proline",0.000733837005978473,0.990877489768693,0.00838867322532894,2,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","OLTT"
"propionylcarnitine",8.57034967606001e-12,0.99999999991541,7.601925226361e-11,2,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","OLTT"
"pyruvate",2.65984271422726e-09,3.49155924358079e-06,0.999996505780914,3,"Carbohydrates","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","OLTT"
"sebacate (decanedioate)",0.00713587625459969,0.992803752891786,6.03708536146629e-05,2,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"suberoyl carnitine",0.0349802383035419,0.964901870066612,0.000117891629846278,2,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"tetradecanedioate",0.958753687087231,0.0412074551833852,3.88577293841545e-05,1,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"trans-urocanate",2.7299495823982e-14,0.99999999999983,1.4296661969302e-13,2,"Amino Acids","Histidine Metabolism","OLTT"
"trigonelline (n'-methylnicotinate)",0.999983941220992,1.57294197876497e-05,3.29359220729199e-07,1,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","OLTT"
"urea",6.20922844540765e-06,0.0430465261937668,0.956947264577788,3,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","OLTT"
"xanthine",0.999999843088057,1.54820737392047e-07,2.09120588003954e-09,1,"Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","OLTT"
"xanthurenate",3.18047175449917e-09,0.999999922335598,7.44839300556453e-08,2,"Amino Acids","Tryptophan Metabolism","OLTT"
