"metabolite","X1","X2","X3","Assigned_Cluster","super_pathway","sub_pathway","Challenge"
"3-hydroxyoctanoate",0.328973781184501,0.290256935729041,0.380769283086458,3,"Lipids","Fatty Acid, Monohydroxy","OLTT"
"3-hydroxypyridine sulfate",0.281492595583958,0.466764362349161,0.251743042066881,2,"Xenobiotics","Chemical","OLTT"
"3-indoxyl sulfate",0.214316796598821,0.174694479516729,0.610988723884449,3,"Amino Acids","Tryptophan Metabolism","OLTT"
"3-methyl-2-oxobutyrate",0.366184063908598,0.334796174433212,0.29901976165819,1,"Amino Acids","Leucine, Isoleucine and Valine Metabolism","OLTT"
"3-methyl-2-oxovalerate",0.383288468986108,0.269631051802459,0.347080479211433,1,"Amino Acids","Leucine, Isoleucine and Valine Metabolism","OLTT"
"3-phenylpropionate (hydrocinnamate)",0.290317397017452,0.239877764693165,0.469804838289383,3,"Amino Acids","Phenylalanine and Tyrosine Metabolism","OLTT"
"4-androsten-3alpha,17alpha-diol monosulfate (2)",0.371322361658634,0.269267641701276,0.359409996640089,1,"Lipids","Steroid","OLTT"
"4-androsten-3beta,17beta-diol monosulfate (1)",0.351823673835239,0.352353922715559,0.295822403449203,2,"Lipids","Steroid","OLTT"
"4-hydroxyhippurate",0.257452625234169,0.210610391072814,0.531936983693017,3,"Xenobiotics","Benzoate Metabolism","OLTT"
"4-methyl-2-oxopentanoate",0.383499044864436,0.316637572313986,0.299863382821578,1,"Amino Acids","Leucine, Isoleucine and Valine Metabolism","OLTT"
"5-dodecenoate (12:1n7)",0.311757785682097,0.399391464924764,0.288850749393139,2,"Lipids","Medium Chain Fatty Acid","OLTT"
"acetoacetate",0.356120563099028,0.346850097741947,0.297029339159025,1,"Lipids","Ketone Bodies","OLTT"
"acetylcarnitine",0.290274812938049,0.450820885385829,0.258904301676122,2,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"adipoylcarnitine",0.47826577224328,0.244291483056599,0.277442744700121,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"alanine",0.369816550448361,0.269131563012142,0.361051886539496,1,"Amino Acids","Alanine and Aspartate Metabolism","OLTT"
"alpha-hydroxyisocaproate",0.357373292946169,0.345286005458537,0.297340701595294,1,"Amino Acids","Leucine, Isoleucine and Valine Metabolism","OLTT"
"alpha-ketobutyrate",0.407267872487123,0.267039661776997,0.32569246573588,1,"Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","OLTT"
"c0 (carnitine)",0.354985987975879,0.309817945616836,0.335196066407285,1,"Lipids","Carnitine Metabolism","OLTT"
"c12 (dodecanoylcarnitine)",0.359687400122748,0.305848389190463,0.334464210686789,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c14 (tetradecanoylcarnitine)",0.342559133001543,0.321938676634116,0.335502190364341,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c14:1 (tetradecenoylcarnitine)",0.438785740678298,0.261531633986344,0.299682625335357,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c14:1-oh (hydroxytetradecenoylcarnitine)",0.391858161944876,0.285161323794418,0.322980514260706,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c14:2 (tetradecadienylcarnitine)",0.368073228545679,0.299702070718113,0.332224700736208,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c16:2 (hexadecadienylcarnitine)",0.423296810040932,0.269004721286723,0.307698468672345,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c18:1 (octadecenoylcarnitine)",0.369860892971748,0.29847244756507,0.331666659463182,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c2 (acetylcarnitine)",0.346085543291938,0.318148755713516,0.335765700994546,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c3 (propionylcarnitine)",0.459217125001427,0.251853240935029,0.288929634063544,1,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","OLTT"
"c4 (butyrylcarnitine)",0.386211726862409,0.288279719852303,0.325508553285287,1,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","OLTT"
"caprate (10:0)",0.31792078811722,0.384811799122644,0.297267412760137,2,"Lipids","Medium Chain Fatty Acid","OLTT"
"choline",0.540518832228025,0.219043269335812,0.240437898436163,1,"Lipids","Phospholipid Metabolism","OLTT"
"cis-aconitate",0.39301335967808,0.269062613188599,0.337924027133321,1,"Energy","TCA Cycle","OLTT"
"cortisol",0.223761747178911,0.18197799370619,0.594260259114899,3,"Lipids","Steroid","OLTT"
"deoxycholate",0.329580679999409,0.291812438862235,0.378606881138356,3,"Lipids","Secondary Bile Acid Metabolism","OLTT"
"dodecanedioate",0.334383882264302,0.376859584460038,0.288756533275661,2,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"dopamine sulfate (2)",0.315960978747443,0.26784412801177,0.416194893240786,3,"Amino Acids","Phenylalanine and Tyrosine Metabolism","OLTT"
"gamma-glutamylglycine",0.304169483242397,0.242863849489321,0.452966667268282,3,"Peptides","Gamma-glutamyl Amino Acid","OLTT"
"gamma-glutamyltryptophan",0.353349558090092,0.266226866640267,0.380423575269641,3,"Peptides","Gamma-glutamyl Amino Acid","OLTT"
"glycerol",0.31244948212631,0.39780777347965,0.28974274439404,2,"Lipids","Glycerolipid Metabolism","OLTT"
"hexadecanedioate",0.326132131493791,0.38957918835839,0.284288680147819,2,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"hippurate",0.253595779802766,0.518529717942199,0.227874502255034,2,"Xenobiotics","Benzoate Metabolism","OLTT"
"indoleacetylglutamine",0.42733237656411,0.262303149253446,0.310364474182444,1,"Amino Acids","Tryptophan Metabolism","OLTT"
"indolepropionate",0.30293396796594,0.418811110297355,0.278254921736705,2,"Amino Acids","Tryptophan Metabolism","OLTT"
"isobutyrylcarnitine",0.379850919210328,0.26965296119458,0.350496119595092,1,"Amino Acids","Leucine, Isoleucine and Valine Metabolism","OLTT"
"laurate (12:0)",0.316111186213349,0.38921502498046,0.294673788806191,2,"Lipids","Medium Chain Fatty Acid","OLTT"
"lysopc a c14:0",0.339090441190924,0.325958323445663,0.334951235363413,1,"Lipids","Lysolipid","OLTT"
"lysopc a c16:1",0.345130533917508,0.319146995092386,0.335722470990105,1,"Lipids","Lysolipid","OLTT"
"lysopc a c18:2",0.343486037671231,0.32098781618443,0.33552614614434,1,"Lipids","Lysolipid","OLTT"
"lysopc a c20:4",0.376887813856394,0.293838334117656,0.32927385202595,1,"Lipids","Lysolipid","OLTT"
"malate",0.364279882944364,0.336988319720932,0.298731797334705,1,"Energy","TCA Cycle","OLTT"
"methyl-4-hydroxybenzoate sulfate",0.302739976607399,0.252321478602296,0.444938544790305,3,"Xenobiotics","Benzoate Metabolism","OLTT"
"methylmalonate (mma)",0.369001789284593,0.269049153114356,0.361949057601051,1,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","OLTT"
"myristoleoylcarnitine",0.428894088407289,0.280508507650185,0.290597403942526,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"myristoylcarnitine",0.286452212393381,0.452803638173842,0.260744149432777,2,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"n-acetylglutamate",0.328682247489181,0.289542897342025,0.381774855168794,3,"Amino Acids","Glutamate Metabolism","OLTT"
"n-acetylglycine",0.3675594911211,0.333237944513699,0.299202564365201,1,"Amino Acids","Glycine, Serine and Threonine Metabolism","OLTT"
"n-acetylkynurenine (2)",0.447920360723276,0.255798535889441,0.296281103387283,1,"Amino Acids","Tryptophan Metabolism","OLTT"
"n-acetyltryptophan",0.404113942093399,0.298574902662152,0.297311155244449,1,"Amino Acids","Tryptophan Metabolism","OLTT"
"o-methylcatechol sulfate",0.332709263472919,0.302399360676207,0.364891375850875,3,"Xenobiotics","Benzoate Metabolism","OLTT"
"octadecanedioate",0.468555773190039,0.256418914876786,0.275025311933175,1,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"oleoylcarnitine",0.389670648387429,0.269338821335429,0.340990530277142,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"ornithine",0.626839071136365,0.176997893583021,0.196163035280615,1,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","OLTT"
"palmitoylcarnitine",0.281127567644505,0.463437642615571,0.255434789739923,2,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"pc aa c36:1",0.433776218655019,0.2639477661478,0.302276015197181,1,"Lipids","Diacylphosphatidylcholine","OLTT"
"pc aa c36:2",0.356710687035157,0.308351557830044,0.334937755134799,1,"Lipids","Diacylphosphatidylcholine","OLTT"
"phenylacetylcarnitine",0.328466123120765,0.289026039245818,0.382507837633418,3,"Amino Acids","Phenylalanine and Tyrosine Metabolism","OLTT"
"phenyllactate (pla)",0.328637258955227,0.289434458694391,0.381928282350382,3,"Amino Acids","Phenylalanine and Tyrosine Metabolism","OLTT"
"phosphate",0.322424412290905,0.373216804070384,0.304358783638711,2,"Energy","Oxidative Phosphorylation","OLTT"
"piperine",0.137775557186595,0.738062731315737,0.124161711497669,2,"Xenobiotics","Food Component/Plant","OLTT"
"pregnenolone sulfate",0.307683856555072,0.245117964502669,0.447198178942259,3,"Lipids","Steroid","OLTT"
"pro-hydroxy-pro",0.389540027058086,0.269347945213883,0.34111202772803,1,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","OLTT"
"proline",0.361577889597696,0.304449688695682,0.333972421706622,1,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","OLTT"
"propionylcarnitine",0.6852913842985,0.149392912861683,0.165315702839817,1,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","OLTT"
"pyruvate",0.303874298329695,0.253534157834884,0.442591543835421,3,"Carbohydrates","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","OLTT"
"sebacate (decanedioate)",0.358351303012849,0.344077592568491,0.29757110441866,1,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"suberoyl carnitine",0.351019155303501,0.353408341440526,0.295572503255973,2,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"tetradecanedioate",0.319632796730024,0.400037313283126,0.28032988998685,2,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"trans-urocanate",0.494741434774751,0.24225737178403,0.263001193441219,1,"Amino Acids","Histidine Metabolism","OLTT"
"trigonelline (n'-methylnicotinate)",0.315809963896984,0.389936838625322,0.294253197477694,2,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","OLTT"
"urea",0.308100638536107,0.245380886013081,0.446518475450812,3,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","OLTT"
"xanthine",0.309336753976149,0.404852965582108,0.285810280441743,2,"Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","OLTT"
"xanthurenate",0.460900807200329,0.251096618831853,0.288002573967818,1,"Amino Acids","Tryptophan Metabolism","OLTT"
