"metabolite","X1","X2","X3","Assigned_Cluster","super_pathway","sub_pathway","Challenge"
"propionylcarnitine",0.291366323598548,0.323481365660289,0.385152310741164,3,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","PAT"
"pyruvate",0.269761846027554,0.308402707228564,0.421835446743882,3,"Carbohydrates","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","PAT"
"sebacate (decanedioate)",0.32140176945928,0.390026425975227,0.288571804565493,2,"Lipids","Fatty Acid, Dicarboxylate","PAT"
"suberoyl carnitine",0.421705349940495,0.3121909321238,0.266103717935704,1,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","PAT"
"tetradecanedioate",0.330069216711101,0.380849763365142,0.289081019923757,2,"Lipids","Fatty Acid, Dicarboxylate","PAT"
"trans-urocanate",0.473071988368174,0.282553284763597,0.244374726868229,1,"Amino Acids","Histidine Metabolism","PAT"
"trigonelline (n'-methylnicotinate)",0.255043497994758,0.30603931328419,0.438917188721052,3,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","PAT"
"urea",0.26026430463322,0.479231097919947,0.260504597446833,2,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","PAT"
"xanthine",0.260816092416421,0.315003083525192,0.424180824058386,3,"Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","PAT"
"xanthurenate",0.250704809367034,0.299732003102766,0.4495631875302,3,"Amino Acids","Tryptophan Metabolism","PAT"
