"metabolite","X1","X2","X3","Assigned_Cluster","super_pathway","sub_pathway","Challenge"
"3-hydroxy-3-methylglutarate",0.999999771788913,7.9484342991025e-10,2.27416243691442e-07,1,"Lipids","Mevalonate Metabolism","OLTT"
"3-hydroxybutyrate (bhba)",6.4329105191206e-05,0.91868949569431,0.0812461752004991,2,"Lipids","Ketone Bodies","OLTT"
"3-hydroxybutyrylcarnitine (1)",7.69037038860381e-06,0.000132726968702342,0.999859582660909,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"3-hydroxybutyrylcarnitine (2)",6.63527128631886e-05,0.0088075466658758,0.991126100621261,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"3-hydroxydecanoate",1.78760745092447e-13,4.92310162682032e-14,0.999999999999772,3,"Lipids","Fatty Acid, Monohydroxy","OLTT"
"3-hydroxyhippurate",7.3270067011268e-05,0.0110315663549826,0.988895163578006,3,"Xenobiotics","Benzoate Metabolism","OLTT"
"3-hydroxylaurate",1.43799787644151e-06,0.999309077999359,0.000689484002764758,2,"Lipids","Fatty Acid, Monohydroxy","OLTT"
"3-hydroxymyristate",1.19716150634947e-09,0.999999744752284,2.5405055473912e-07,2,"Lipids","Fatty Acid, Monohydroxy","OLTT"
"3-hydroxyoctanoate",0.999977384429746,1.38496573807432e-07,2.24770736803725e-05,1,"Lipids","Fatty Acid, Monohydroxy","OLTT"
"3-hydroxypyridine sulfate",4.5382330824024e-07,0.999820257612927,0.000179288563765259,2,"Xenobiotics","Chemical","OLTT"
"3-indoxyl sulfate",0.998750120894596,4.10009546505209e-07,0.00124946909585721,1,"Amino Acids","Tryptophan Metabolism","OLTT"
"3-methyl-2-oxobutyrate",2.61803446080425e-05,0.00125750499337135,0.998716314662021,3,"Amino Acids","Leucine, Isoleucine and Valine Metabolism","OLTT"
"3-methyl-2-oxovalerate",0.00102432520223941,2.37107889911963e-06,0.998973303718862,3,"Amino Acids","Leucine, Isoleucine and Valine Metabolism","OLTT"
"3-phenylpropionate (hydrocinnamate)",0.999934835265119,3.48340872345224e-08,6.51299007933968e-05,1,"Amino Acids","Phenylalanine and Tyrosine Metabolism","OLTT"
"4-androsten-3alpha,17alpha-diol monosulfate (2)",0.006105865650405,6.14910157537554e-06,0.99388798524802,3,"Lipids","Steroid","OLTT"
"4-androsten-3beta,17beta-diol monosulfate (1)",0.000110269486472301,0.0294580988277702,0.970431631685757,3,"Lipids","Steroid","OLTT"
"4-hydroxyhippurate",0.999375998863855,2.32801685454147e-07,0.000623768334459214,1,"Xenobiotics","Benzoate Metabolism","OLTT"
"4-methyl-2-oxopentanoate",2.91175709298618e-06,2.65549162221795e-05,0.999970533326685,3,"Amino Acids","Leucine, Isoleucine and Valine Metabolism","OLTT"
"5-dodecenoate (12:1n7)",1.56646451767992e-08,0.999998981098928,1.00323642686462e-06,2,"Lipids","Medium Chain Fatty Acid","OLTT"
"acetoacetate",7.49775647049488e-05,0.0116311687845403,0.988293853650755,3,"Lipids","Ketone Bodies","OLTT"
"acetylcarnitine",1.03945686373996e-06,0.999528580747701,0.000470379795435378,2,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"adipoylcarnitine",1.71962639274482e-08,9.56663603253197e-10,0.999999981847073,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"alanine",0.00764901031441025,6.8830512515614e-06,0.992344106634338,3,"Amino Acids","Alanine and Aspartate Metabolism","OLTT"
"alpha-hydroxyisocaproate",6.64603499711427e-05,0.00883972061757184,0.991093819032457,3,"Amino Acids","Leucine, Isoleucine and Valine Metabolism","OLTT"
"alpha-ketobutyrate",3.39329392721349e-05,2.93185433259172e-07,0.999965773875295,3,"Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","OLTT"
"c0 (carnitine)",0.0243956185964458,0.00277470115981223,0.972829680243742,3,"Lipids","Carnitine Metabolism","OLTT"
"c12 (dodecanoylcarnitine)",0.00763038375206887,0.000615475369493373,0.991754140878438,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c14 (tetradecanoylcarnitine)",0.152403225771692,0.0360789655441269,0.811517808684181,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c14:1 (tetradecenoylcarnitine)",1.48073590187585e-07,6.28921654650875e-09,0.999999845637193,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c14:1-oh (hydroxytetradecenoylcarnitine)",9.65085608125555e-05,5.01317287005467e-06,0.999898478266318,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c14:2 (tetradecadienylcarnitine)",0.00300511090779522,0.000218995073193144,0.996775894019012,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c16:2 (hexadecadienylcarnitine)",5.66053175627814e-07,2.43983884827857e-08,0.999999409548436,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c18:1 (octadecenoylcarnitine)",0.00227915799808856,0.000159502163979285,0.997561339837932,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c2 (acetylcarnitine)",0.0870371207618979,0.0148007708749236,0.898162108363178,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"c3 (propionylcarnitine)",6.74893755662978e-08,2.85529395481477e-09,0.99999992965533,3,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","OLTT"
"c4 (butyrylcarnitine)",8.23875786629988e-05,4.10312869535384e-06,0.999913509292642,3,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","OLTT"
"caprate (10:0)",1.4711918159207e-06,0.99994014321231,5.83855958738383e-05,2,"Lipids","Medium Chain Fatty Acid","OLTT"
"choline",6.48829471814812e-12,9.12983215142484e-13,0.999999999992599,3,"Lipids","Phospholipid Metabolism","OLTT"
"cis-aconitate",0.000247866856098314,1.03524584333572e-06,0.999751097898058,3,"Energy","TCA Cycle","OLTT"
"cortisol",0.998106028845482,5.72689643233441e-07,0.00189339846487485,1,"Lipids","Steroid","OLTT"
"deoxycholate",0.999951736874722,3.37750672907672e-07,4.79253746050199e-05,1,"Lipids","Secondary Bile Acid Metabolism","OLTT"
"dodecanedioate",0.00018988636287391,0.560587214287247,0.439222899349879,2,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"dopamine sulfate (2)",0.999999999620887,5.17448284061858e-13,3.78595592239199e-10,1,"Amino Acids","Phenylalanine and Tyrosine Metabolism","OLTT"
"gamma-glutamylglycine",0.968799467616736,4.91834821150823e-06,0.0311956140350528,1,"Peptides","Gamma-glutamyl Amino Acid","OLTT"
"gamma-glutamyltryptophan",0.0827341486725599,1.98281146494739e-05,0.917246023212791,3,"Peptides","Gamma-glutamyl Amino Acid","OLTT"
"glycerol",2.69660147391326e-08,0.999998322330607,1.65070337783081e-06,2,"Lipids","Glycerolipid Metabolism","OLTT"
"hexadecanedioate",8.95857888211834e-05,0.870672690172728,0.129237724038451,2,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"hippurate",7.68174557033944e-08,0.999976095816973,2.38273655717596e-05,2,"Xenobiotics","Benzoate Metabolism","OLTT"
"indoleacetylglutamine",2.62029601936329e-06,4.92197170633108e-08,0.999997330484264,3,"Amino Acids","Tryptophan Metabolism","OLTT"
"indolepropionate",1.83018714815531e-12,0.999999999814402,1.83767883902915e-10,2,"Amino Acids","Tryptophan Metabolism","OLTT"
"isobutyrylcarnitine",0.00170595211316458,3.14588413988257e-06,0.998290902002695,3,"Amino Acids","Leucine, Isoleucine and Valine Metabolism","OLTT"
"laurate (12:0)",4.08486365828567e-07,0.999980561844583,1.90296690507022e-05,2,"Lipids","Medium Chain Fatty Acid","OLTT"
"lysopc a c14:0",0.240438596103849,0.086488065081891,0.67307333881426,3,"Lipids","Lysolipid","OLTT"
"lysopc a c16:1",0.101962606684047,0.0188152357300932,0.87922215758586,3,"Lipids","Lysolipid","OLTT"
"lysopc a c18:2",0.14583413746719,0.0365181757719671,0.817647686760843,3,"Lipids","Lysolipid","OLTT"
"lysopc a c20:4",0.000377106492024592,2.07510713143151e-05,0.999602142436661,3,"Lipids","Lysolipid","OLTT"
"malate",3.23890785804648e-05,0.00192006506378974,0.99804754585763,3,"Energy","TCA Cycle","OLTT"
"methyl-4-hydroxybenzoate sulfate",0.999994957519305,3.69369291914055e-09,5.03878700206182e-06,1,"Xenobiotics","Benzoate Metabolism","OLTT"
"methylmalonate (mma)",0.00863964986417779,7.31010595804442e-06,0.991353040029864,3,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","OLTT"
"myristoleoylcarnitine",1.08563417811839e-09,7.68798432217607e-10,0.999999998145568,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"myristoylcarnitine",3.00114992145479e-12,0.999999999516339,4.80660119531102e-10,2,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"n-acetylglutamate",0.999984374333731,9.01202581081556e-08,1.55355460108802e-05,1,"Amino Acids","Glutamate Metabolism","OLTT"
"n-acetylglycine",2.23670152886645e-05,0.000926010139306543,0.999051622845405,3,"Amino Acids","Glycine, Serine and Threonine Metabolism","OLTT"
"n-acetylkynurenine (2)",2.63974283232584e-07,8.68248290781853e-09,0.999999727343234,3,"Amino Acids","Tryptophan Metabolism","OLTT"
"n-acetyltryptophan",1.19617298724092e-07,2.60538976970965e-07,0.999999619843724,3,"Amino Acids","Tryptophan Metabolism","OLTT"
"o-methylcatechol sulfate",0.997475284355103,4.82944984223283e-05,0.00247642114647465,1,"Xenobiotics","Benzoate Metabolism","OLTT"
"octadecanedioate",1.30506005963063e-13,3.48720382119962e-14,0.999999999999835,3,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"oleoylcarnitine",0.000401763496184455,1.38206802768397e-06,0.999596854435788,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"ornithine",1.15251342258284e-10,1.24537722291344e-11,0.999999999872295,3,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","OLTT"
"palmitoylcarnitine",3.77095676959032e-11,0.999999993334581,6.62770960833158e-09,2,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"pc aa c36:1",8.69846213708767e-07,3.82555303401309e-08,0.999999091898256,3,"Lipids","Diacylphosphatidylcholine","OLTT"
"pc aa c36:2",0.0184270775621122,0.00193798374508039,0.979634938692807,3,"Lipids","Diacylphosphatidylcholine","OLTT"
"phenylacetylcarnitine",0.999988155512054,6.54430837757473e-08,1.17790448623646e-05,1,"Amino Acids","Phenylalanine and Tyrosine Metabolism","OLTT"
"phenyllactate (pla)",0.999985246732009,8.4323169516643e-08,1.46689448212782e-05,1,"Amino Acids","Phenylalanine and Tyrosine Metabolism","OLTT"
"phosphate",3.44309890354882e-05,0.999138497745419,0.000827071265545697,2,"Energy","Oxidative Phosphorylation","OLTT"
"piperine",1.9754373684505e-08,0.999994697057981,5.28318764549754e-06,2,"Xenobiotics","Food Component/Plant","OLTT"
"pregnenolone sulfate",0.958457977189413,6.0513359867202e-06,0.0415359714746,1,"Lipids","Steroid","OLTT"
"pro-hydroxy-pro",0.000409462741428817,1.39765239468982e-06,0.999589139606176,3,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","OLTT"
"proline",0.00838878919832889,0.000733625353068325,0.990877585448603,3,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","OLTT"
"propionylcarnitine",7.62197104314238e-11,8.58890604537331e-12,0.999999999915191,3,"Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","OLTT"
"pyruvate",0.999996509815733,2.65685292203073e-09,3.48752741363373e-06,1,"Carbohydrates","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","OLTT"
"sebacate (decanedioate)",6.03537262558557e-05,0.00712971692021763,0.992809929353527,3,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"suberoyl carnitine",0.000117866331472178,0.0349513817013608,0.964930751967167,3,"Lipids","Fatty Acid Metabolism (Acyl Carnitine)","OLTT"
"tetradecanedioate",3.88886713605563e-05,0.958715152183964,0.0412459591446753,2,"Lipids","Fatty Acid, Dicarboxylate","OLTT"
"trans-urocanate",1.43086953861906e-13,2.73095713102168e-14,0.99999999999983,3,"Amino Acids","Histidine Metabolism","OLTT"
"trigonelline (n'-methylnicotinate)",3.29091941489889e-07,0.999983953643834,1.57172642240203e-05,2,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","OLTT"
"urea",0.956976677700306,6.20552659539832e-06,0.043017116773099,1,"Amino Acids","Urea cycle; Arginine and Proline Metabolism","OLTT"
"xanthine",2.08760065662709e-09,0.99999984335103,1.54561369549113e-07,2,"Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","OLTT"
"xanthurenate",7.46005356172963e-08,3.18395391638403e-09,0.99999992221551,3,"Amino Acids","Tryptophan Metabolism","OLTT"
