metabolite,platform_name,super_pathway,sub_pathway,significant_fasting,significant_pat,significant_oltt,significant_fasting_pat_oltt,challenge_time,challenge,mean_response,log2_foldchange,p_value,neg_log10_p_value,abs_log2_foldchange
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,45,PAT,1.76069,0.142503333333333,0.00384581603340213,2.4150114943017,0.142503333333333
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,60,PAT,1.64791,0.0297233333333331,0.00384581603340213,2.4150114943017,0.0297233333333331
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,90,PAT,1.50928008333333,-0.108906583333333,0.00384581603340213,2.4150114943017,0.108906583333333
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,120,PAT,1.38966333333333,-0.228523333333333,0.00384581603340213,2.4150114943017,0.228523333333333
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,0,OLTT,1.09044666666667,0,9.64733971960108e-07,6.0155924280425,0
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,30,OLTT,1.05390130833333,-0.0365453583333331,9.64733971960108e-07,6.0155924280425,0.0365453583333331
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,60,OLTT,0.953433333333333,-0.137013333333333,9.64733971960108e-07,6.0155924280425,0.137013333333333
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,90,OLTT,1.04942666666667,-0.0410199999999998,9.64733971960108e-07,6.0155924280425,0.0410199999999998
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,120,OLTT,1.01591666666667,-0.07453,9.64733971960108e-07,6.0155924280425,0.07453
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,180,OLTT,0.997420166666667,-0.0930264999999999,9.64733971960108e-07,6.0155924280425,0.0930264999999999
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,240,OLTT,0.93078,-0.159666666666667,9.64733971960108e-07,6.0155924280425,0.159666666666667
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,300,OLTT,0.928453333333333,-0.161993333333333,9.64733971960108e-07,6.0155924280425,0.161993333333333
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,360,OLTT,0.881913333333333,-0.208533333333333,9.64733971960108e-07,6.0155924280425,0.208533333333333
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,420,OLTT,0.738752191666667,-0.351694475,9.64733971960108e-07,6.0155924280425,0.351694475
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,FALSE,FALSE,TRUE,FALSE,480,OLTT,0.724214733333333,-0.366231933333334,9.64733971960108e-07,6.0155924280425,0.366231933333334
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,0,Fasting,1.11080333333333,0,0.0239949324049398,1.61988046916157,0
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,120,Fasting,1.10786,-0.00294333333333352,0.0239949324049398,1.61988046916157,0.00294333333333352
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,240,Fasting,1.00890401666667,-0.101899316666667,0.0239949324049398,1.61988046916157,0.101899316666667
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,360,Fasting,1.09810085,-0.0127024833333331,0.0239949324049398,1.61988046916157,0.0127024833333331
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,480,Fasting,1.12069666666667,0.00989333333333331,0.0239949324049398,1.61988046916157,0.00989333333333331
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,600,Fasting,1.16836,0.0575566666666667,0.0239949324049398,1.61988046916157,0.0575566666666667
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,720,Fasting,1.13866333333333,0.02786,0.0239949324049398,1.61988046916157,0.02786
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,840,Fasting,1.13462666666667,0.0238233333333333,0.0239949324049398,1.61988046916157,0.0238233333333333
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,960,Fasting,1.14984,0.0390366666666668,0.0239949324049398,1.61988046916157,0.0390366666666668
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,0,PAT,1.07264333333333,0,0.114467625254258,0.941317326962108,0
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,15,PAT,1.06421,-0.00843333333333329,0.114467625254258,0.941317326962108,0.00843333333333329
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,30,PAT,1.03950949166667,-0.0331338416666667,0.114467625254258,0.941317326962108,0.0331338416666667
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,45,PAT,0.994466666666667,-0.0781766666666668,0.114467625254258,0.941317326962108,0.0781766666666668
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,60,PAT,0.973416666666667,-0.0992266666666666,0.114467625254258,0.941317326962108,0.0992266666666666
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,90,PAT,0.98706,-0.0855833333333336,0.114467625254258,0.941317326962108,0.0855833333333336
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,120,PAT,1.00935666666667,-0.0632866666666667,0.114467625254258,0.941317326962108,0.0632866666666667
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,0,OLTT,1.06979333333333,0,2.55619993736537e-11,10.5924051801308,0
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,30,OLTT,1.10792,0.0381266666666666,2.55619993736537e-11,10.5924051801308,0.0381266666666666
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,60,OLTT,1.13882666666667,0.0690333333333335,2.55619993736537e-11,10.5924051801308,0.0690333333333335
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,90,OLTT,1.08376,0.0139666666666669,2.55619993736537e-11,10.5924051801308,0.0139666666666669
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,120,OLTT,1.01732333333333,-0.05247,2.55619993736537e-11,10.5924051801308,0.05247
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,180,OLTT,0.98626,-0.083533333333333,2.55619993736537e-11,10.5924051801308,0.083533333333333
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,240,OLTT,0.9231,-0.146693333333333,2.55619993736537e-11,10.5924051801308,0.146693333333333
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,300,OLTT,0.906873333333333,-0.16292,2.55619993736537e-11,10.5924051801308,0.16292
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,360,OLTT,0.914383333333333,-0.15541,2.55619993736537e-11,10.5924051801308,0.15541
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,420,OLTT,0.907803333333333,-0.16199,2.55619993736537e-11,10.5924051801308,0.16199
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,FALSE,FALSE,TRUE,FALSE,480,OLTT,0.980606666666667,-0.0891866666666665,2.55619993736537e-11,10.5924051801308,0.0891866666666665
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,0,Fasting,1.00484666666667,0,2.05958712762213e-06,5.68621983116804,0
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,120,Fasting,0.994333333333333,-0.0105133333333332,2.05958712762213e-06,5.68621983116804,0.0105133333333332
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,240,Fasting,0.998212925,-0.00663374166666642,2.05958712762213e-06,5.68621983116804,0.00663374166666642
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,360,Fasting,0.963852158333333,-0.040994508333333,2.05958712762213e-06,5.68621983116804,0.040994508333333
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,480,Fasting,1.03749333333333,0.0326466666666669,2.05958712762213e-06,5.68621983116804,0.0326466666666669
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,600,Fasting,1.08495666666667,0.0801100000000001,2.05958712762213e-06,5.68621983116804,0.0801100000000001
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,720,Fasting,1.11475666666667,0.10991,2.05958712762213e-06,5.68621983116804,0.10991
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,840,Fasting,1.26265666666667,0.257810000000001,2.05958712762213e-06,5.68621983116804,0.257810000000001
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,960,Fasting,1.29772666666667,0.29288,2.05958712762213e-06,5.68621983116804,0.29288
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,0,PAT,0.940043333333333,0,0.000304459670954847,3.51647022632085,0
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,15,PAT,0.840463333333334,-0.0995799999999998,0.000304459670954847,3.51647022632085,0.0995799999999998
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,30,PAT,0.804452008333334,-0.135591325,0.000304459670954847,3.51647022632085,0.135591325
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,45,PAT,0.818183333333333,-0.12186,0.000304459670954847,3.51647022632085,0.12186
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,60,PAT,0.859396666666667,-0.0806466666666665,0.000304459670954847,3.51647022632085,0.0806466666666665
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,90,PAT,0.862993333333334,-0.0770499999999997,0.000304459670954847,3.51647022632085,0.0770499999999997
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,120,PAT,0.939176666666667,-0.000866666666666571,0.000304459670954847,3.51647022632085,0.000866666666666571
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,0,OLTT,1.08206,0,0.00107249937101893,2.96960295384076,0
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,30,OLTT,1.06987666666667,-0.0121833333333337,0.00107249937101893,2.96960295384076,0.0121833333333337
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,60,OLTT,1.1265,0.04444,0.00107249937101893,2.96960295384076,0.04444
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,90,OLTT,1.04205333333333,-0.040006666666667,0.00107249937101893,2.96960295384076,0.040006666666667
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,120,OLTT,1.0226,-0.0594600000000001,0.00107249937101893,2.96960295384076,0.0594600000000001
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,180,OLTT,0.974656666666667,-0.107403333333333,0.00107249937101893,2.96960295384076,0.107403333333333
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,240,OLTT,0.92808,-0.15398,0.00107249937101893,2.96960295384076,0.15398
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,300,OLTT,0.979486666666667,-0.102573333333333,0.00107249937101893,2.96960295384076,0.102573333333333
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,360,OLTT,1.10353,0.0214700000000001,0.00107249937101893,2.96960295384076,0.0214700000000001
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,420,OLTT,1.05944333333333,-0.022616666666667,0.00107249937101893,2.96960295384076,0.022616666666667
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,480,OLTT,1.18037666666667,0.0983166666666668,0.00107249937101893,2.96960295384076,0.0983166666666668
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,0,Fasting,1.04104,0,1.25261727614132e-15,14.9021816027887,0
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,120,Fasting,0.97419,-0.0668499999999999,1.25261727614132e-15,14.9021816027887,0.0668499999999999
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,240,Fasting,1.03507864166667,-0.00596135833333333,1.25261727614132e-15,14.9021816027887,0.00596135833333333
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,360,Fasting,1.18393655,0.14289655,1.25261727614132e-15,14.9021816027887,0.14289655
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,480,Fasting,1.32833,0.28729,1.25261727614132e-15,14.9021816027887,0.28729
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,600,Fasting,1.31061666666667,0.269576666666667,1.25261727614132e-15,14.9021816027887,0.269576666666667
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,720,Fasting,1.37347333333333,0.332433333333333,1.25261727614132e-15,14.9021816027887,0.332433333333333
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,840,Fasting,1.36070333333333,0.319663333333333,1.25261727614132e-15,14.9021816027887,0.319663333333333
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,960,Fasting,1.32356333333333,0.282523333333333,1.25261727614132e-15,14.9021816027887,0.282523333333333
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,0,PAT,1.15099333333333,0,0.0288960582578946,1.53916139577631,0
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,15,PAT,1.12417333333333,-0.0268199999999998,0.0288960582578946,1.53916139577631,0.0268199999999998
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,30,PAT,1.07250289166667,-0.0784904416666665,0.0288960582578946,1.53916139577631,0.0784904416666665
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,45,PAT,1.02746333333333,-0.12353,0.0288960582578946,1.53916139577631,0.12353
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,60,PAT,1.08263,-0.0683633333333336,0.0288960582578946,1.53916139577631,0.0683633333333336
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,90,PAT,1.07706,-0.0739333333333334,0.0288960582578946,1.53916139577631,0.0739333333333334
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,120,PAT,1.18096666666667,0.0299733333333334,0.0288960582578946,1.53916139577631,0.0299733333333334
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,0,OLTT,0.963356666666666,0,4.68948624600895e-05,4.32887473356313,0
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,30,OLTT,0.98636,0.0230033333333337,4.68948624600895e-05,4.32887473356313,0.0230033333333337
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,60,OLTT,0.973956666666667,0.0106000000000003,4.68948624600895e-05,4.32887473356313,0.0106000000000003
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,90,OLTT,0.948336666666667,-0.0150199999999997,4.68948624600895e-05,4.32887473356313,0.0150199999999997
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,120,OLTT,0.991243333333333,0.0278866666666671,4.68948624600895e-05,4.32887473356313,0.0278866666666671
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,180,OLTT,0.93143,-0.0319266666666663,4.68948624600895e-05,4.32887473356313,0.0319266666666663
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,240,OLTT,1.00903,0.0456733333333337,4.68948624600895e-05,4.32887473356313,0.0456733333333337
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,300,OLTT,1.04590666666667,0.0825500000000001,4.68948624600895e-05,4.32887473356313,0.0825500000000001
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,360,OLTT,1.18836333333333,0.225006666666667,4.68948624600895e-05,4.32887473356313,0.225006666666667
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,420,OLTT,1.16991666666667,0.20656,4.68948624600895e-05,4.32887473356313,0.20656
1-arachidonoyl-gpe (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,TRUE,FALSE,480,OLTT,1.08418333333333,0.120826666666667,4.68948624600895e-05,4.32887473356313,0.120826666666667
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,0,Fasting,1.03375,0,4.43138554793749e-07,6.35346046299987,0
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,120,Fasting,0.97803,-0.0557199999999998,4.43138554793749e-07,6.35346046299987,0.0557199999999998
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,240,Fasting,1.05326050416667,0.0195105041666668,4.43138554793749e-07,6.35346046299987,0.0195105041666668
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,360,Fasting,0.793433491666666,-0.240316508333334,4.43138554793749e-07,6.35346046299987,0.240316508333334
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,480,Fasting,1.01590333333333,-0.0178466666666666,4.43138554793749e-07,6.35346046299987,0.0178466666666666
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,600,Fasting,0.927016666666667,-0.106733333333333,4.43138554793749e-07,6.35346046299987,0.106733333333333
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,720,Fasting,1.01551333333333,-0.0182366666666667,4.43138554793749e-07,6.35346046299987,0.0182366666666667
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,840,Fasting,1.22586666666667,0.192116666666667,4.43138554793749e-07,6.35346046299987,0.192116666666667
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,FALSE,FALSE,960,Fasting,1.44856333333333,0.414813333333333,4.43138554793749e-07,6.35346046299987,0.414813333333333
