metabolite,platform_name,super_pathway,sub_pathway,significant_any_challenge,significant_fasting_pat_oltt,true_count,challenge_time,challenge,mean_response,log2_foldchange,p_value,neg_log10_p_value,abs_log2_foldchange
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,0,PAT,0.0661154404260078,0,0.00357848281675732,2.44630106385046,0
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,15,PAT,0.140049004607446,0.0739335641814384,0.00357848281675732,2.44630106385046,0.0739335641814384
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,30,PAT,0.2453739673661,0.179258526940092,0.00357848281675732,2.44630106385046,0.179258526940092
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,45,PAT,0.14535764471113,0.0792422042851219,0.00357848281675732,2.44630106385046,0.0792422042851219
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,60,PAT,0.0826437727599982,0.0165283323339904,0.00357848281675732,2.44630106385046,0.0165283323339904
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,90,PAT,0.0049380342411983,-0.0611774061848095,0.00357848281675732,2.44630106385046,0.0611774061848095
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,120,PAT,-0.0609601320559249,-0.127075572481933,0.00357848281675732,2.44630106385046,0.127075572481933
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,0,OLTT,-0.227346332791673,0,1.23176419679439e-06,5.90947242352926,0
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,30,OLTT,-0.249079305744495,-0.021732972952822,1.23176419679439e-06,5.90947242352926,0.021732972952822
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,60,OLTT,-0.303535698302086,-0.0761893655104126,1.23176419679439e-06,5.90947242352926,0.0761893655104126
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,90,OLTT,-0.250156432343326,-0.0228100995516528,1.23176419679439e-06,5.90947242352926,0.0228100995516528
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,120,OLTT,-0.26879042639442,-0.041444093602747,1.23176419679439e-06,5.90947242352926,0.041444093602747
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,180,OLTT,-0.279415528690209,-0.0520691958985356,1.23176419679439e-06,5.90947242352926,0.0520691958985356
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,240,OLTT,-0.316132597095604,-0.0887862643039305,1.23176419679439e-06,5.90947242352926,0.0887862643039305
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,300,OLTT,-0.317426392763331,-0.090080059971658,1.23176419679439e-06,5.90947242352926,0.090080059971658
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,360,OLTT,-0.34330601326879,-0.115959680477117,1.23176419679439e-06,5.90947242352926,0.115959680477117
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,420,OLTT,-0.419830936177795,-0.192484603386122,1.23176419679439e-06,5.90947242352926,0.192484603386122
"1,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,TRUE,FALSE,1,480,OLTT,-0.431500319715349,-0.204153986923676,1.23176419679439e-06,5.90947242352926,0.204153986923676
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,0,Fasting,0.288291835335661,0,0.0240512097488189,1.61886307421642,0
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,120,Fasting,0.275626632069739,-0.0126652032659222,0.0240512097488189,1.61886307421642,0.0126652032659222
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,240,Fasting,0.162849415648605,-0.125442419687056,0.0240512097488189,1.61886307421642,0.125442419687056
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,360,Fasting,0.241423662571595,-0.0468681727640664,0.0240512097488189,1.61886307421642,0.0468681727640664
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,480,Fasting,0.330862982893145,0.0425711475574843,0.0240512097488189,1.61886307421642,0.0425711475574843
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,600,Fasting,0.535958952881169,0.247667117545507,0.0240512097488189,1.61886307421642,0.247667117545507
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,720,Fasting,0.408173793315933,0.119881957980272,0.0240512097488189,1.61886307421642,0.119881957980272
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,840,Fasting,0.39080396188328,0.102512126547619,0.0240512097488189,1.61886307421642,0.102512126547619
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,960,Fasting,0.456267141617901,0.16797530628224,0.0240512097488189,1.61886307421642,0.16797530628224
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,1920,Fasting,-0.459457175603258,-0.747749010938919,0.0240512097488189,1.61886307421642,0.747749010938919
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,0,PAT,0.124088837613941,0,0.114467625254258,0.941317326962108,0
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,15,PAT,0.0878000898644692,-0.0362887477494716,0.114467625254258,0.941317326962108,0.0362887477494716
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,30,PAT,-0.0193318237657144,-0.143420661379655,0.114467625254258,0.941317326962108,0.143420661379655
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,45,PAT,-0.212306419685808,-0.336395257299749,0.114467625254258,0.941317326962108,0.336395257299749
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,60,PAT,-0.302884855273917,-0.426973692887858,0.114467625254258,0.941317326962108,0.426973692887858
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,90,PAT,-0.244177406839692,-0.368266244453633,0.114467625254258,0.941317326962108,0.368266244453633
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,120,PAT,-0.148234547671226,-0.272323385285167,0.114467625254258,0.941317326962108,0.272323385285167
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,0,OLTT,0.111825248947617,0,2.55619993736537e-11,10.5924051801308,0
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,30,OLTT,0.275884812883767,0.16405956393615,2.55619993736537e-11,10.5924051801308,0.16405956393615
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,60,OLTT,0.408876618865231,0.297051369917614,2.55619993736537e-11,10.5924051801308,0.297051369917614
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,90,OLTT,0.171924005101881,0.0600987561542642,2.55619993736537e-11,10.5924051801308,0.0600987561542642
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,120,OLTT,-0.113953872919749,-0.225779121867366,2.55619993736537e-11,10.5924051801308,0.225779121867366
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,180,OLTT,-0.247619817693397,-0.359445066641014,2.55619993736537e-11,10.5924051801308,0.359445066641014
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,240,OLTT,-0.519398154593394,-0.631223403541011,2.55619993736537e-11,10.5924051801308,0.631223403541011
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,300,OLTT,-0.589221721409374,-0.701046970356991,2.55619993736537e-11,10.5924051801308,0.701046970356991
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,360,OLTT,-0.55690608952022,-0.668731338467837,2.55619993736537e-11,10.5924051801308,0.668731338467837
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,420,OLTT,-0.585219918791942,-0.697045167739559,2.55619993736537e-11,10.5924051801308,0.697045167739559
1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],Lipids,Lysoplasmalogen,TRUE,FALSE,1,480,OLTT,-0.271946187726244,-0.383771436673861,2.55619993736537e-11,10.5924051801308,0.383771436673861
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,Fasting,-0.0314438809580794,0,3.26816850392809e-06,5.48569555971626,0
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,Fasting,-0.0670476251415273,-0.0356037441834478,3.26816850392809e-06,5.48569555971626,0.0356037441834478
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,240,Fasting,-0.264156539746653,-0.232712658788574,3.26816850392809e-06,5.48569555971626,0.232712658788574
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,360,Fasting,-0.158039179468217,-0.126595298510138,3.26816850392809e-06,5.48569555971626,0.126595298510138
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,480,Fasting,0.0791151141378905,0.11055899509597,3.26816850392809e-06,5.48569555971626,0.11055899509597
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,600,Fasting,0.23985123126792,0.271295112226,3.26816850392809e-06,5.48569555971626,0.271295112226
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,720,Fasting,0.340769897406166,0.372213778364245,3.26816850392809e-06,5.48569555971626,0.372213778364245
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,840,Fasting,0.84163804243457,0.873081923392649,3.26816850392809e-06,5.48569555971626,0.873081923392649
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,960,Fasting,0.960403734430149,0.991847615388228,3.26816850392809e-06,5.48569555971626,0.991847615388228
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,1920,Fasting,0.158066473306894,0.189510354264973,3.26816850392809e-06,5.48569555971626,0.189510354264973
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,PAT,-0.250902470263853,0,0.000353341659827361,3.45180515518753,0
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,15,PAT,-0.588133368721787,-0.337230898457934,0.000353341659827361,3.45180515518753,0.337230898457934
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,30,PAT,-0.706215630253756,-0.455313159989903,0.000353341659827361,3.45180515518753,0.455313159989903
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,45,PAT,-0.663585311056019,-0.412682840792166,0.000353341659827361,3.45180515518753,0.412682840792166
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,60,PAT,-0.524015021555654,-0.273112551291801,0.000353341659827361,3.45180515518753,0.273112551291801
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,90,PAT,-0.51183479328237,-0.260932323018516,0.000353341659827361,3.45180515518753,0.260932323018516
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,PAT,-0.2538374650285,-0.0029349947646467,0.000353341659827361,3.45180515518753,0.0029349947646467
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,OLTT,0.230041575689158,0,0.00107249937101893,2.96960295384076,0
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,30,OLTT,0.188782322363064,-0.0412592533260946,0.00107249937101893,2.96960295384076,0.0412592533260946
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,60,OLTT,0.380539076467132,0.150497500777973,0.00107249937101893,2.96960295384076,0.150497500777973
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,90,OLTT,0.0945577019764947,-0.135483873712664,0.00107249937101893,2.96960295384076,0.135483873712664
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,OLTT,0.0286783579515733,-0.201363217737585,0.00107249937101893,2.96960295384076,0.201363217737585
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,180,OLTT,-0.133683294740416,-0.363724870429574,0.00107249937101893,2.96960295384076,0.363724870429574
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,240,OLTT,-0.291416686457384,-0.521458262146542,0.00107249937101893,2.96960295384076,0.521458262146542
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,300,OLTT,-0.11732634314821,-0.347367918837368,0.00107249937101893,2.96960295384076,0.347367918837368
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,360,OLTT,0.302750426762585,0.0727088510734268,0.00107249937101893,2.96960295384076,0.0727088510734268
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,420,OLTT,0.153449500773275,-0.0765920749158831,0.00107249937101893,2.96960295384076,0.0765920749158831
1-arachidonoyl-gpc (20:4n6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,480,OLTT,0.56299415485555,0.332952579166391,0.00107249937101893,2.96960295384076,0.332952579166391
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,Fasting,-0.0822786535947363,0,9.29127350942222e-07,6.0319247553057,0
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,Fasting,-0.215974027769124,-0.133695374174388,9.29127350942222e-07,6.0319247553057,0.133695374174388
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,240,Fasting,-0.478637249781224,-0.396358596186488,9.29127350942222e-07,6.0319247553057,0.396358596186488
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,360,Fasting,-0.628543927893718,-0.546265274298981,9.29127350942222e-07,6.0319247553057,0.546265274298981
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,480,Fasting,-0.125100203805892,-0.0428215502111556,9.29127350942222e-07,6.0319247553057,0.0428215502111556
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,600,Fasting,-0.338376157845987,-0.256097504251251,9.29127350942222e-07,6.0319247553057,0.256097504251251
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,720,Fasting,-0.126035975448534,-0.0437573218537979,9.29127350942222e-07,6.0319247553057,0.0437573218537979
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,840,Fasting,0.378688856009285,0.460967509604022,9.29127350942222e-07,6.0319247553057,0.460967509604022
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,960,Fasting,0.913030460054312,0.995309113649048,9.29127350942222e-07,6.0319247553057,0.995309113649048
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,1920,Fasting,0.426293239060611,0.508571892655347,9.29127350942222e-07,6.0319247553057,0.508571892655347
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,PAT,-0.50819071781671,0,0.00169201824850169,2.77159495738396,0
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,15,PAT,-0.752491100932088,-0.244300383115378,0.00169201824850169,2.77159495738396,0.244300383115378
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,30,PAT,-0.614954264193932,-0.106763546377222,0.00169201824850169,2.77159495738396,0.106763546377222
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,45,PAT,-0.442182825793425,0.0660078920232845,0.00169201824850169,2.77159495738396,0.0660078920232845
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,60,PAT,0.139099323300027,0.647290041116736,0.00169201824850169,2.77159495738396,0.647290041116736
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,90,PAT,-0.212582855320576,0.295607862496134,0.00169201824850169,2.77159495738396,0.295607862496134
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,PAT,-0.0894609009032198,0.41872981691349,0.00169201824850169,2.77159495738396,0.41872981691349
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,OLTT,1.49656805874798,0,0.000435703412157405,3.36080903892739,0
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,30,OLTT,0.375585613296933,-1.12098244545104,0.000435703412157405,3.36080903892739,1.12098244545104
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,60,OLTT,0.192374322544799,-1.30419373620318,0.000435703412157405,3.36080903892739,1.30419373620318
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,90,OLTT,-0.119605544673456,-1.61617360342143,0.000435703412157405,3.36080903892739,1.61617360342143
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,OLTT,0.0176489609622623,-1.47891909778571,0.000435703412157405,3.36080903892739,1.47891909778571
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,180,OLTT,-0.0950755307590718,-1.59164358950705,0.000435703412157405,3.36080903892739,1.59164358950705
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,240,OLTT,-0.0830304701281417,-1.57959852887612,0.000435703412157405,3.36080903892739,1.57959852887612
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,300,OLTT,0.129213735690578,-1.3673543230574,0.000435703412157405,3.36080903892739,1.3673543230574
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,360,OLTT,0.237067416041238,-1.25950064270674,0.000435703412157405,3.36080903892739,1.25950064270674
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,420,OLTT,0.30175563010695,-1.19481242864103,0.000435703412157405,3.36080903892739,1.19481242864103
1-arachidonoyl-gpi (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,480,OLTT,0.305194790844865,-1.19137326790311,0.000435703412157405,3.36080903892739,1.19137326790311
1-arachidoyl-gpc (20:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,Fasting,-0.136231730630935,0,1.98645775737882e-05,4.7019206659131,0
1-arachidoyl-gpc (20:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,Fasting,-0.10690298894459,0.0293287416863443,1.98645775737882e-05,4.7019206659131,0.0293287416863443
1-arachidoyl-gpc (20:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,240,Fasting,-0.180493652392968,-0.0442619217620328,1.98645775737882e-05,4.7019206659131,0.0442619217620328
1-arachidoyl-gpc (20:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,360,Fasting,-0.289736520864516,-0.153504790233582,1.98645775737882e-05,4.7019206659131,0.153504790233582
1-arachidoyl-gpc (20:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,480,Fasting,-0.32526822830618,-0.189036497675246,1.98645775737882e-05,4.7019206659131,0.189036497675246
1-arachidoyl-gpc (20:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,600,Fasting,-0.383601139068752,-0.247369408437817,1.98645775737882e-05,4.7019206659131,0.247369408437817
1-arachidoyl-gpc (20:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,720,Fasting,-0.407727703087398,-0.271495972456463,1.98645775737882e-05,4.7019206659131,0.271495972456463
1-arachidoyl-gpc (20:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,840,Fasting,-0.507155112653031,-0.370923382022096,1.98645775737882e-05,4.7019206659131,0.370923382022096
1-arachidoyl-gpc (20:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,960,Fasting,-0.491341213815698,-0.355109483184763,1.98645775737882e-05,4.7019206659131,0.355109483184763
1-arachidoyl-gpc (20:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,1920,Fasting,-0.738133604279973,-0.601901873649038,1.98645775737882e-05,4.7019206659131,0.601901873649038
1-arachidoyl-gpc (20:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,PAT,-0.0509953568520547,0,0.00155668302444671,2.80779981051996,0
1-arachidoyl-gpc (20:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,15,PAT,-0.10551453944576,-0.0545191825937053,0.00155668302444671,2.80779981051996,0.0545191825937053
